MT,IPR025783,pencil,darkorange
MT,IPR025787,pencil,darkorange
MT,IPR025788,pencil,darkorange
MT,IPR025789,pencil,darkorange
MT,IPR025794,pencil,darkorange
MT,IPR025796,pencil,darkorange
MT,IPR025805,pencil,darkorange
MT,IPR030445,pencil,darkorange
MT,IPR037353,pencil,darkorange
MT,IPR037841,pencil,darkorange
MT,IPR038035,pencil,darkorange
MT,IPR039977,pencil,darkorange
MT,IPR041291,pencil,darkorange
MT,IPR041292,pencil,darkorange
MT,IPR041938,pencil,darkorange
MT,IPR042294,pencil,darkorange
MT,IPR043550,pencil,darkorange
MT,IPR044237,pencil,darkorange
MT,IPR044238,pencil,darkorange
MT,IPR044570,pencil,darkorange
MT,IPR045318,pencil,darkorange
MT,IPR047219,pencil,darkorange
MT,IPR047232,pencil,darkorange
MT,IPR047426,pencil,darkorange
MT,IPR047451,pencil,darkorange
MT,IPR047453,pencil,darkorange
MT,IPR047456,pencil,darkorange
MT,IPR047458,pencil,darkorange
MT,IPR047461,pencil,darkorange
MT,IPR047527,pencil,darkorange
MT,IPR048414,pencil,darkorange
MT,IPR048669,pencil,darkorange
S,IPR027546,building,purple
S,IPR007673,building,purple
S,IPR009378,building,purple
S,IPR012371,building,purple
S,IPR022052,building,purple
s,IPR022816,building,purple
S,IPR024324,building,purple
S,IPR024741,building,purple
S,IPR025977,building,purple
S,IPR026971,building,purple
S,IPR027165,building,purple
S,IPR031719,building,purple
S,IPR031737,building,purple
S,IPR031739,building,purple
S,IPR032682,building,purple
S,IPR039662,building,purple
S,IPR047714,building,purple
S,IPR047720,building,purple
S,IPR047723,building,purple
S,IPR048610,building,purple
